MAX_PATIENT_ID_COUNT;MKB_CODE;ADRES;AGE_CATEGORY;id;MKB_group;LAST_PATIENT_ID_COUNT;PATIENT_ID_COUNT;Mean;Mediana;Stotkl;last;MIN_PATIENT_ID_COUNT;Median_PATIENT_ID_COUNT;COL_PATIENT_ZAP;MEAN_PATIENT;PATIENT_SEX
5;A08.0;Калининград;young;52;A;5;1;2;2;1;4;1;1;35;1.82857142857143;0
5;A08.0;Полесск;children;23142;A;5;1;1.33333333333333;1;0.577350269189626;2;1;1;9;1.55555555555556;1
9;A08.1;Правдинск;children;62;A;1;2;1;1;0;1;1;2;7;2.71428571428571;0
4;A08.1;Светлый;children;63;A;1;2;2.4;2;1.51657508881031;4;1;2;18;2.05555555555556;0
19;A08.3;Калининград;children;67;A;1;3;1.28571428571429;1;0.487950036474266;1;1;2;39;4.23076923076923;0
29;A08.3;Калининград;children;23153;A;2;1;1.63636363636364;2;0.504524979109513;2;1;2;41;4.63414634146341;1
8;A08.3;Пионерский;children;23154;A;1;1;4.5;4.5;3.1091263510296;1;1;3;9;3.66666666666667;1
17;A08.4;Калининград;children;74;A;17;8;6.8;5.5;4.39191175786683;12;1;6;48;6.79166666666667;0
17;A08.4;Калининград;children;23157;A;15;10;7.8;7;5.49343041985404;14;1;7;49;7.57142857142857;1
6;A09;Правдинск;children;23168;A;3;1;1;1;0;1;1;1;21;2.23809523809524;1
13;A15.0;Калининград;middleage;23175;A;4;2;4.2;2.5;3.64539283053128;2;1;2;31;3.09677419354839;1
6;A15.0;Калининград;young;89;A;5;1;2.88888888888889;2;1.90029237516523;2;1;2;27;2.18518518518518;0
15;A15.0;Калининград;young;23176;A;5;5;4.09090909090909;3;3.98634031298246;3;1;3;35;3.97142857142857;1
22;A46;Калининград;elderly;115;A;5;5;7.33333333333333;6;3.11399577664609;7;2;8;51;9.6078431372549;0
11;A46;Калининград;elderly;23198;A;7;4;4.36363636363636;5;2.29227953237502;5;1;5;50;4.74;1
13;A46;Калининград;middleage;116;A;3;3;5.90909090909091;5;3.41919714127587;3;1;5;50;5.42;0
9;A46;Калининград;middleage;23199;A;1;4;3.08333333333333;3;1.67648622440092;4;1;3;46;3.82608695652174;1
15;A46;Калининград;old;117;A;11;2;4.58333333333333;5;2.02072594216369;4;2;5;50;5.98;0
8;A51.3;Калининград;young;23209;A;5;1;2.125;2;1.1259916264596;3;1;2;40;2.25;1
20;A51.5;Калининград;middleage;138;A;3;1;7.16666666666667;6.5;3.45972498469126;6;1;8;50;7.64;0
26;A51.5;Калининград;young;139;A;9;4;6;6.5;3.13339780720256;2;2;10;51;10.9411764705882;0
13;A51.5;Калининград;young;23213;A;4;7;5.91666666666667;5.5;2.27469611690055;5;1;5;51;5.94117647058824;1
5;A53.0;Калининград;elderly;23217;A;4;1;1.5;1;0.707106781186548;1;1;1;32;1.8125;1
9;A53.0;Калининград;young;147;A;6;5;3.90909090909091;4;1.44599761096244;2;1;3;47;3.48936170212766;0
9;A53.0;Калининград;young;23219;A;7;3;2;2;1.12815214963553;1;1;3;31;3.87096774193548;1
7;A54.0;Калининград;young;23220;A;1;3;2;2;1.04446593573419;2;1;2;47;2.31914893617021;1
18;A56.0;Калининград;young;148;A;2;7;8.16666666666667;8;3.7618499639825;11;1;7;49;7.36734693877551;0
10;A60.0;Калининград;middleage;159;A;1;10;3.33333333333333;3;1.41421356237309;3;1;2;38;3.34210526315789;0
14;A60.0;Калининград;young;160;A;3;9;4.90909090909091;4;1.51357493732854;6;1;5;49;4.91836734693878;0
15;A60.0;Калининград;young;23226;A;5;12;7.5;7;4.37970526198033;1;1;6;50;6.76;1
18;A63.0;Калининград;young;23228;A;5;11;10.5;11;4.68071478612946;9;1;7;51;7.6078431372549;1
22;A63.8;Калининград;middleage;166;A;1;6;4.5;5;1.62368828177198;5;1;5;49;5.81632653061224;0
8;A63.8;Калининград;middleage;23229;A;2;4;3.27272727272727;3;2.10194714923611;3;1;3;46;3.26086956521739;1
40;A63.8;Калининград;young;23230;A;19;10;19.3333333333333;20.5;7.63167244071864;22;5;17;51;18.6666666666667;1
39;A69.2;Калининград;elderly;175;A;1;1;6.77777777777778;7;3.86580450158107;2;1;11;47;12.0851063829787;0
10;A69.2;Калининград;elderly;23236;A;3;1;2.25;2;1.28173988892331;2;1;4;43;4.16279069767442;1
21;A69.2;Калининград;middleage;176;A;1;3;3.54545454545455;3;2.84125452445346;2;1;5;47;6.74468085106383;0
11;A69.2;Калининград;middleage;23237;A;2;2;1.57142857142857;1;0.786795792469443;1;1;2;39;3.48717948717949;1
19;A69.2;Калининград;young;177;A;4;3;3.72727272727273;3;2.76010539983201;2;1;5;49;6.10204081632653;0
3;B00.1;Гурьевск;children;23241;B;3;1;1.33333333333333;1;0.577350269189626;1;1;1;15;1.33333333333333;1
11;B00.1;Калининград;children;183;B;3;1;5.36363636363636;5;2.24823162831267;4;1;5;50;4.98;0
10;B00.1;Калининград;children;23243;B;7;5;5.41666666666667;5.5;2.27469611690055;8;1;5;51;5.01960784313726;1
4;B00.1;Калининград;elderly;23244;B;3;1;1.55555555555556;1;0.726483157256779;3;1;2;40;1.95;1
12;B00.1;Калининград;middleage;185;B;6;9;4.58333333333333;4;2.31431644466797;7;1;4;51;4.86274509803922;0
17;B00.1;Калининград;young;187;B;5;9;7.75;6.5;3.51942660619079;7;1;7;51;7.33333333333333;0
7;B00.1;Калининград;young;23246;B;2;2;2.91666666666667;2.5;1.31137217055151;2;1;3;47;3.04255319148936;1
23;B00.2;Калининград;children;196;B;4;6;4.4;3.5;2.36643191323985;3;1;4;47;5.21276595744681;0
20;B00.2;Калининград;children;23250;B;1;1;3.54545454545455;3;2.16164920205089;1;1;4;50;5.32;1
13;B00.8;Калининград;young;202;B;6;3;3.91666666666667;4;1.62135371797393;4;1;4;50;4.9;0
11;B00.9;Калининград;children;207;B;2;6;3;3;1.67332005306815;5;1;4;50;4.36;0
16;B00.9;Калининград;children;23264;B;3;2;2.4;2.5;0.699205898780101;2;1;3;48;4.0625;1
15;B00.9;Калининград;elderly;208;B;2;7;2.27272727272727;2;1.19087439227729;2;1;4.5;50;4.74;0
17;B00.9;Калининград;young;211;B;4;2;3.91666666666667;3.5;2.67847763183537;5;1;6;49;6.73469387755102;0
4;B00.9;Калининград;young;23266;B;4;1;1.83333333333333;1.5;0.983192080250175;1;1;1.5;34;1.91176470588235;1
17;B01;Балтийск;children;23292;B;2;1;4.85714285714286;3;4.22013315068658;1;1;2;33;4.36363636363636;1
20;B01;Зеленоградск;children;239;B;6;20;5.33333333333333;4.5;4.5898438608156;10;1;2.5;20;5.9;0
26;B01;Зеленоградск;children;23294;B;1;26;3.14285714285714;1;4.05908739450021;12;1;1;20;5.5;1
43;B01;Калининград;children;240;B;1;13;6;5;3.87298334620742;13;1;8;48;11.6875;0
18;B01.9;Багратионовск;children;214;B;3;1;1;1;0;1;1;4;29;4.93103448275862;0
13;B01.9;Балтийск;children;215;B;1;3;4.71428571428571;4;4.15187851918806;1;1;3;38;4.26315789473684;0
17;B01.9;Гвардейск;children;23271;B;1;8;3;2;3.02371578407382;4;1;3;31;4.03225806451613;1
4;B01.9;Гурьевск;young;218;B;4;3;1.42857142857143;1;0.786795792469443;3;1;1;24;1.54166666666667;0
3;B01.9;Гурьевск;young;23273;B;3;2;1.75;1.5;0.957427107756338;3;1;1;12;1.58333333333333;1
14;B01.9;Гусев;children;219;B;13;5;6.14285714285714;5;4.7056197405716;14;1;4;23;4.73913043478261;0
17;B01.9;Гусев;children;23274;B;8;7;7.57142857142857;7;5.38074167307639;9;1;4;29;4.6551724137931;1
18;B01.9;Зеленоградск;children;221;B;4;9;1.66666666666667;1;1.211060141639;4;1;2;39;3.84615384615385;0
17;B01.9;Зеленоградск;children;23276;B;7;8;1.5;1.5;0.547722557505166;2;1;2;35;3.45714285714286;1
25;B01.9;Калининград;young;224;B;6;15;4.77777777777778;5;3.83333333333333;10;1;7;46;8.69565217391304;0
19;B01.9;Калининград;young;23279;B;2;3;3.55555555555556;3;2.74367960552572;9;1;4;43;5.83720930232558;1
6;B01.9;Нестеров;children;227;B;1;6;3.8;5;2.16794833886788;5;1;2;22;2.72727272727273;0
9;B01.9;Нестеров;children;23282;B;4;5;5.2;4;2.38746727726266;9;1;2.5;22;3.54545454545455;1
15;B01.9;Озерск;children;229;B;1;2;1;1;0;1;1;2.5;18;4.66666666666667;0
21;B01.9;Полесск;children;231;B;1;1;5;5;0;5;1;1;20;3.1;0
23;B01.9;Светлый;children;233;B;23;3;1.6;1;0.894427190999916;1;1;1.5;26;3.73076923076923;0
14;B01.9;Славск;children;235;B;1;7;7.2;8;5.26307894677631;8;1;1;16;4.0625;0
8;B01.9;Славск;children;23289;B;2;6;5.6;5;2.30217288664427;5;1;2;17;3.17647058823529;1
6;B01.9;Советск;children;23290;B;1;6;1.4;1;0.894427190999916;1;1;1;25;2.12;1
12;B01.9;Черняховск;children;23291;B;5;4;3.33333333333333;3;1.52752523165195;3;1;2;21;3.0952380952381;1
31;B02.9;Калининград;elderly;251;B;12;9;15.6666666666667;14;6.44322524169003;14;5;14;51;15.5490196078431;0
16;B02.9;Калининград;elderly;23300;B;4;7;7.18181818181818;8;3.57262317683189;5;2;7;50;7.36;1
11;B02.9;Калининград;middleage;23301;B;1;6;5;5;3.22490309931942;8;1;3;50;3.68;1
13;B02.9;Калининград;old;253;B;8;4;5.5;6;1.97714210644832;5;1;7;51;6.72549019607843;0
14;B02.9;Калининград;young;254;B;8;8;6.75;6;2.73446022594455;9;1;6;51;6;0
11;B02.9;Калининград;young;23302;B;2;4;5;4;2.1320071635561;4;2;4;50;4.58;1
6;B07;Балтийск;children;23310;B;1;5;2;1;1.4142135623731;2;1;2;39;2.38461538461538;1
37;B07;Калининград;elderly;262;B;27;11;8.83333333333333;7;4.89588571861078;20;3;13;51;14.4901960784314;0
34;B07;Калининград;middleage;263;B;24;17;11.4166666666667;9.5;6.82852750443226;27;4;17;51;16.8823529411765;0
11;B07;Калининград;middleage;23316;B;3;9;5.08333333333333;4.5;2.67847763183537;7;1;5;51;5.6078431372549;1
50;B07;Калининград;young;23317;B;29;28;20.75;20;6.95603073860112;21;8;24;51;25.3137254901961;1
36;B08.1;Калининград;children;277;B;32;30;20.8333333333333;20.5;7.64951969179449;24;9;20;51;21.4705882352941;0
47;B08.1;Калининград;children;23328;B;42;33;26.8333333333333;26.5;10.4866437419079;38;11;27;51;28.6470588235294;1
5;B08.1;Калининград;young;279;B;5;2;2.16666666666667;2;0.937436866561092;2;1;2;44;2.47727272727273;0
8;B08.8;Калининград;children;281;B;8;1;1.5;1.5;0.707106781186548;1;1;2;18;2.77777777777778;0
9;B08.8;Калининград;children;23334;B;7;1;1.8;2;0.836660026534075;2;1;2;29;2.51724137931034;1
20;B18.1;Калининград;elderly;289;B;7;6;3.44444444444444;3;1.87823794493077;2;1;8;46;9.3695652173913;0
21;B18.1;Калининград;middleage;290;B;4;3;1.66666666666667;1;1;1;1;4.5;46;7.02173913043478;0
17;B18.1;Калининград;middleage;23341;B;1;1;2.5;2;1.22474487139159;4;1;6;41;6.97560975609756;1
10;B18.1;Калининград;old;291;B;1;1;1.5;1.5;0.577350269189626;1;1;4;35;3.97142857142857;0
21;B18.1;Калининград;young;292;B;5;2;2.22222222222222;2;1.092906420717;3;1;7;48;7.27083333333333;0
6;B18.2;Гурьевск;elderly;297;B;1;2;1;1;0;1;1;2;37;2.51351351351351;0
31;B18.2;Калининград;elderly;23352;B;9;8;4.08333333333333;4.5;2.23437334445796;5;1;9;51;13.4705882352941;1
25;B18.2;Калининград;old;303;B;5;4;1.42857142857143;1;0.786795792469443;1;1;9;45;10.1111111111111;0
10;B20.7;Калининград;young;23374;B;2;1;1.2;1;0.447213595499958;1;1;2;21;3.23809523809524;1
9;B27;Калининград;children;332;B;5;3;2.08333333333333;1;1.88092498199125;1;1;2;45;2.51111111111111;0
12;B27;Калининград;children;23380;B;2;3;2.5;2;1.43372087784044;5;1;4;47;3.8936170212766;1
13;B27.9;Калининград;children;23379;B;1;6;4.9;5;3.57304725222976;9;1;6;47;6.1063829787234;1
4;B27.9;Калининград;young;329;B;3;1;1;1;0;1;1;1;25;1.56;0
13;B34.0;Калининград;children;340;B;6;2;2.5;1.5;2.38047614284762;6;1;4;41;4.75609756097561;0
6;B34.2;Калининград;elderly;342;B;1;6;3.33333333333333;3;2.51661147842358;6;1;3;11;3.18181818181818;0
4;B34.2;Калининград;middleage;343;B;4;1;2;2;1.4142135623731;3;1;1.5;10;2.1;0
15;B35.0;Калининград;children;23390;B;12;2;5.90909090909091;5;3.11302250086778;5;1;4;48;5.16666666666667;1
7;B35.1;Зеленоградск;elderly;353;B;1;2;1.8;1;1.09544511501033;1;1;3;39;2.97435897435897;0
34;B35.1;Калининград;middleage;23399;B;14;21;17.75;16;8.50801760907696;10;6;18;51;18.6666666666667;1
24;B35.1;Калининград;old;358;B;3;8;4.58333333333333;3.5;2.74551976643382;3;1;9;51;10.5294117647059;0
14;B35.1;Калининград;old;23400;B;3;5;4.54545454545455;4;2.50454132981016;6;1;5;49;5.08163265306122;1
23;B35.1;Калининград;young;23401;B;12;14;13.8333333333333;14;3.92737093030979;13;4;14;51;13.6470588235294;1
6;B35.1;Черняховск;elderly;363;B;5;1;1;1;0;1;1;1;32;2.0625;0
6;B35.2;Калининград;elderly;366;B;4;1;1.2;1;0.447213595499958;1;1;2;32;2.125;0
10;B35.2;Калининград;young;368;B;4;2;1.33333333333333;1;0.707106781186548;3;1;2;26;2.34615384615385;0
6;B35.3;Калининград;children;372;B;5;6;1.875;2;0.640869944461656;2;1;2;39;2.05128205128205;0
39;B35.3;Калининград;elderly;373;B;5;3;6.08333333333333;5;3.87200519659055;4;1;10;51;11.5098039215686;0
20;B35.3;Калининград;elderly;23414;B;4;3;4.1;4;1.66332999331662;2;1;6;49;6.73469387755102;1
39;B35.3;Калининград;middleage;374;B;2;3;5.4;3.5;3.9214509786274;2;2;6;49;8.42857142857143;0
19;B35.3;Калининград;middleage;23415;B;2;3;4.27272727272727;4;2.2401298663653;4;1;5;48;6.14583333333333;1
13;B35.3;Калининград;old;375;B;2;2;3;3;1;2;1;4;39;4.05128205128205;0
38;B35.3;Калининград;young;376;B;5;7;5.75;6;3.1079078025403;2;1;6;51;7.74509803921569;0
16;B35.3;Калининград;young;23416;B;5;7;5;4.5;3.54195631614148;2;1;6;51;6.98039215686275;1
8;B35.4;Гвардейск;elderly;381;B;1;1;2.85714285714286;2;2.41029537806548;3;1;2;31;2.29032258064516;0
20;B35.4;Калининград;children;383;B;3;1;7;4.5;5.72077553547355;1;1;4;48;5.70833333333333;0
6;B35.4;Калининград;elderly;23420;B;4;1;3.5;3.5;1.56669890360128;4;1;2.5;48;2.875;1
11;B35.4;Калининград;middleage;385;B;2;2;3.66666666666667;3;2.64001836540903;5;1;3;48;3.3125;0
4;B35.4;Калининград;old;386;B;3;2;1.55555555555556;1;0.726483157256779;3;1;2;42;1.97619047619048;0
14;B35.4;Калининград;young;387;B;4;5;8.5;8;3.58024884863913;8;1;6;51;6.49019607843137;0
11;B35.4;Калининград;young;23423;B;2;6;6;5;2.75680975041804;4;1;4;49;4.46938775510204;1
11;B35.6;Калининград;elderly;391;B;7;1;3.63636363636364;3;2.06265495285699;3;1;4;48;3.9375;0
12;B35.6;Калининград;elderly;23428;B;7;5;7.6;8.5;2.87518115371304;8;1;5;48;5.97916666666667;1
8;B35.6;Калининград;middleage;392;B;5;6;2.77777777777778;2;1.7873008824606;2;1;2;42;2.54761904761905;0
12;B35.6;Калининград;middleage;23429;B;2;9;5.75;5.5;3.1079078025403;9;1;5;51;5.15686274509804;1
6;B35.6;Калининград;young;394;B;1;1;2.55555555555556;2;1.58989866902824;2;1;2;41;2.19512195121951;0
15;B35.6;Калининград;young;23431;B;5;5;8.91666666666667;9.5;3.05876782480472;10;1;7;50;7.38;1
12;B35.8;Калининград;young;400;B;1;1;2.54545454545455;2;2.11488233070478;1;1;1;36;2.66666666666667;0
6;B35.9;Калининград;children;23437;B;6;1;1.5;1.5;0.577350269189626;1;1;1.5;26;2.19230769230769;1
24;B36.0;Калининград;children;410;B;4;10;6.33333333333333;7;3.79792606882262;7;1;7;51;7.11764705882353;0
14;B36.0;Калининград;middleage;412;B;5;6;6.16666666666667;6;3.40676688460784;10;1;5;51;6.05882352941176;0
11;B36.0;Калининград;middleage;23447;B;4;5;5.08333333333333;4.5;2.19330938551908;6;1;5;51;5.11764705882353;1
48;B36.0;Калининград;young;413;B;26;39;27.4166666666667;27.5;12.5006060459144;29;8;27;51;27.6862745098039;0
37;B36.0;Калининград;young;23448;B;21;24;18.75;17.5;7.36237362910532;21;9;17;51;19.5686274509804;1
19;B36.9;Калининград;children;423;B;1;2;10.5454545454545;9;7.00519287905246;3;1;5;45;6.48888888888889;0
20;B36.9;Калининград;children;23455;B;1;2;9.58333333333333;8.5;6.35979321180883;4;1;5;44;6.04545454545455;1
5;B37.0;Калининград;children;425;B;1;2;2.28571428571429;2;1.38013111868471;1;1;2;37;2.45945945945946;0
7;B37.0;Калининград;children;23458;B;1;1;1.54545454545455;1;0.820199532264724;1;1;2;46;2.60869565217391;1
10;B37.2;Калининград;elderly;434;B;8;7;3.5;3;1.83402190925746;6;1;5;51;5.13725490196078;0
9;B37.2;Калининград;middleage;435;B;1;5;2.75;2;2.09436473336514;1;1;4;47;3.8936170212766;0
9;B37.2;Калининград;young;436;B;1;1;3;2;2.60768096208106;3;1;3;49;3.55102040816327;0
6;B37.8;Калининград;elderly;445;B;4;2;2.875;3;1.45773797371133;4;1;3;43;2.76744186046512;0
5;B42.9;Калининград;elderly;449;B;3;2;2.4;1.5;1.71269767715535;3;1;1.5;40;2.075;0
7;B77.9;Озерск;children;461;B;3;2;2.57142857142857;1;2.29906813420444;4;1;2;33;1.90909090909091;0
7;B77.9;Озерск;children;23485;B;6;2;2.81818181818182;3;1.77866139656663;4;1;2;35;2.77142857142857;1
44;B80;Калининград;children;467;B;29;21;9.75;8.5;5.81729396634802;11;3;14;51;15.4509803921569;0
17;B82.9;Калининград;children;475;B;12;2;6.08333333333333;7;3.26018218490745;9;1;8;43;7.65116279069767;0
19;B82.9;Калининград;children;23498;B;15;8;5.91666666666667;5.5;4.64089202501833;8;1;7;44;7.31818181818182;1
9;B83.9;Калининград;children;23500;B;1;2;2.57142857142857;1;2.93582145558064;1;1;2;27;2.25925925925926;1
9;B85.0;Калининград;children;481;B;1;2;3.125;3;1.80772153354911;3;1;3;40;3.35;0
7;B85.2;Калининград;children;482;B;1;1;1.57142857142857;1;0.786795792469443;2;1;1;37;2.10810810810811;0
5;B86;Калининград;elderly;488;B;4;1;1.5;1;0.707106781186548;1;1;1;32;1.65625;0
9;B88.0;Гурьевск;elderly;493;B;9;1;2;2;1.15470053837925;1;1;3;37;3.45945945945946;0
7;B88.0;Калининград;children;497;B;6;3;3.36363636363636;3;2.20330330516374;3;1;2;39;2.92307692307692;0
10;B88.0;Калининград;children;23512;B;8;3;3.5;2;2.6798914496334;2;1;2;39;2.64102564102564;1
9;B88.0;Калининград;young;23515;B;2;2;3.7;3.5;2.16281709300111;4;1;3;47;3.23404255319149;1
8;B88.2;Мамоново;children;23517;B;2;1;4.25;4.5;0.957427107756338;3;1;4.5;10;4;1
50;B88.8;Калининград;elderly;507;B;1;6;19.4166666666667;15.5;19.7367139815086;2;1;10;43;14.6744186046512;0
29;B88.8;Калининград;elderly;23520;B;2;1;11.5;10;10.0427656976125;1;1;7;33;8.66666666666667;1
36;B88.8;Калининград;middleage;508;B;1;2;13.3636363636364;8;12.3553448132598;2;1;6;40;11.475;0
16;B88.8;Калининград;old;509;B;3;4;5.44444444444444;3;4.85054407028508;1;1;4;31;4.96774193548387;0
49;B88.8;Калининград;young;510;B;2;3;17;9.5;17.0667140150858;2;1;6;45;12.3777777777778;0
33;B88.8;Калининград;young;23521;B;1;2;14.5;12.5;13.1592806287679;1;1;7;37;11.1081081081081;1
33;B88.9;Калининград;middleage;513;B;1;1;8.5;4.5;8.01783725737273;3;1;4.5;40;8.075;0
41;B88.9;Калининград;young;514;B;1;1;11.1111111111111;8;10.5527774121845;4;1;5;41;9.80487804878049;0
34;B88.9;Калининград;young;23523;B;1;1;7.875;5.5;8.77394682324567;1;1;4;37;7.97297297297297;1
9;B90.9;Зеленоградск;middleage;23540;B;1;9;3.36363636363636;3;2.01359019031814;1;1;2.5;44;3.11363636363636;1
11;B90.9;Калининград;children;23543;B;6;1;2.77777777777778;2;1.30170827931778;3;1;3;43;3.51162790697674;1
8;B90.9;Калининград;elderly;527;B;7;4;3;3;2;1;1;2;34;2.73529411764706;0
12;B90.9;Калининград;elderly;23544;B;6;3;5.08333333333333;4;3.89541299790438;7;1;3;43;3.58139534883721;1
38;B90.9;Калининград;middleage;23545;B;11;14;13.0833333333333;9.5;11.6732665314877;22;1;6;44;9.13636363636364;1
30;B90.9;Калининград;young;530;B;15;16;10.25;7;9.40140221649747;8;1;6;47;8.04255319148936;0
35;B90.9;Калининград;young;23546;B;10;20;12.25;10.5;9.5071743244964;18;2;8;47;10.1914893617021;1
7;B90.9;Советск;young;23556;B;1;1;1.66666666666667;1.5;0.816496580927726;1;1;2;36;2.61111111111111;1
10;B94.2;Калининград;middleage;23558;B;1;1;1.57142857142857;2;0.534522483824849;1;1;3;41;3.8780487804878;1
6;B97.7;Калининград;middleage;554;B;4;5;2.33333333333333;1.5;1.75119007154183;4;1;2;29;2.37931034482759;0
21;B97.7;Калининград;young;556;B;1;15;6.18181818181818;6;3.68288424521276;12;1;6;48;6.625;0
8;C02.1;Калининград;elderly;564;C;2;2;4;4;1.78885438199983;3;1;3;47;3.36170212765957;0
4;C04.0;Калининград;elderly;23585;C;3;4;1.28571428571429;1;0.755928946018454;1;1;1;28;1.5;1
5;C09.8;Калининград;middleage;23611;C;3;4;2.45454545454545;2;1.21355975243384;2;1;2;33;1.93939393939394;1
7;C13.8;Калининград;elderly;23629;C;4;4;2.63636363636364;3;1.02691063610494;2;1;2;47;2.53191489361702;1
5;C13.8;Калининград;middleage;23630;C;1;2;1.55555555555556;1;0.726483157256779;1;1;2;39;2.02564102564103;1
6;C15.4;Калининград;elderly;23641;C;4;1;2.5;2.5;1;2;1;2;42;2.38095238095238;1
6;C16.0;Калининград;elderly;611;C;6;4;2.7;2.5;1.33749350984926;3;1;2.5;48;2.70833333333333;0
9;C16.0;Калининград;middleage;23656;C;4;1;1.66666666666667;1.5;0.778498944161523;1;1;2;49;2.83673469387755;1
5;C16.0;Калининград;old;23657;C;5;1;1.625;1;1.18773493916542;1;1;1;34;1.64705882352941;1
24;C16.2;Калининград;elderly;625;C;16;17;11.4166666666667;11.5;2.35326980770986;11;5;11;51;11.6862745098039;0
25;C16.2;Калининград;elderly;23665;C;15;17;16.6666666666667;16.5;4.86795333759165;16;3;14;51;13.921568627451;1
10;C16.2;Калининград;middleage;626;C;10;2;1.83333333333333;2;0.717740562565274;2;1;2;46;2.78260869565217;0
7;C16.2;Калининград;old;23667;C;5;2;3.09090909090909;3;1.300349603341;3;1;3;49;2.97959183673469;1
9;C16.3;Калининград;elderly;23676;C;5;3;2.91666666666667;3;1.16450015288132;5;1;3;49;2.93877551020408;1
5;C16.3;Калининград;old;635;C;5;3;1.4;1;0.547722557505167;1;1;1;31;1.64516129032258;0
5;C16.4;Калининград;elderly;638;C;3;1;1.81818181818182;2;0.981649817214043;2;1;1;37;1.72972972972973;0
4;C16.4;Калининград;elderly;23678;C;4;3;2;2;0.632455532033676;2;1;1;32;1.59375;1
6;C16.8;Калининград;elderly;643;C;2;3;3.09090909090909;3;1.04446593573419;4;1;3;43;3.06976744186047;0
10;C16.8;Калининград;elderly;23688;C;10;9;4.5;4;2.23606797749979;4;1;4;51;4.72549019607843;1
9;C16.9;Калининград;elderly;648;C;3;1;4.45454545454545;4;2.65945995885016;2;1;4.5;50;4.5;0
14;C16.9;Калининград;elderly;23695;C;7;10;4.5;4.5;1.44599761096244;7;1;5;51;5.84313725490196;1
6;C16.9;Калининград;old;23696;C;1;1;1.8;2;0.788810637746615;3;1;2;42;2.21428571428571;1
17;C18.0;Калининград;elderly;663;C;5;12;9.75;9;3.81682876458741;10;3;10;51;10.5882352941176;0
10;C18.0;Калининград;old;665;C;6;5;3.18181818181818;3;1.60113596038449;2;1;4;50;4.3;0
16;C18.2;Калининград;elderly;672;C;12;13;10.25;10.5;3.19445542378438;10;4;7;51;8.03921568627451;0
9;C18.2;Калининград;elderly;23712;C;6;4;5.33333333333333;5;2.18812220588312;9;1;4.5;50;4.72;1
9;C18.2;Калининград;middleage;673;C;4;3;2.1;1;1.52388392675499;3;1;3;39;2.84615384615385;0
7;C18.2;Калининград;old;23714;C;4;4;1.375;1;0.744023809142845;1;1;2;39;2.28205128205128;1
11;C18.3;Калининград;elderly;681;C;1;6;6.08333333333333;6;2.27469611690055;5;1;3;49;3.42857142857143;0
3;C18.3;Калининград;middleage;682;C;3;1;1.16666666666667;1;0.408248290463863;1;1;1;24;1.25;0
8;C18.3;Калининград;old;683;C;6;5;1.5;1;0.836660026534076;1;1;3;42;3.38095238095238;0
8;C18.4;Калининград;elderly;687;C;6;5;3.72727272727273;4;1.42062726222673;3;1;4;50;4.12;0
8;C18.5;Калининград;elderly;690;C;7;8;5.5;5.5;0.797724035217465;5;1;5;50;4.4;0
9;C18.5;Калининград;elderly;23728;C;6;6;2.5;2;1.31425748134554;5;1;4;50;4.34;1
8;C18.6;Калининград;elderly;23732;C;2;3;2.16666666666667;2;0.834847109936722;2;1;3;49;3.6530612244898;1
