MAX_PATIENT_ID_COUNT;MKB_CODE;ADRES;AGE_CATEGORY;id;MKB_group;LAST_PATIENT_ID_COUNT;PATIENT_ID_COUNT;Mean;Mediana;Stotkl;last;MIN_PATIENT_ID_COUNT;Median_PATIENT_ID_COUNT;COL_PATIENT_ZAP;MEAN_PATIENT;PATIENT_SEX
53;D25.9;Калининград;young;2269;D;19;31;20.0833333333333;22;9.29768625502978;36;3;24;51;26.5882352941176;0
64;D50.9;Калининград;children;2703;D;34;58;24.5833333333333;22.5;10.9333379526967;29;9;26;51;27.3725490196078;0
61;D50.9;Калининград;children;24887;D;33;44;25.75;25.5;10.375889885166;39;5;25;51;26.5882352941176;1
60;D50.9;Калининград;middleage;2705;D;38;33;23.6666666666667;23;9.39374388848366;31;10;35;51;34.7254901960784;0
93;D50.9;Калининград;young;2707;D;54;61;42.0833333333333;39;16.6921774457016;57;20;57;51;55.8235294117647;0
83;E01.0;Калининград;young;2898;E;48;50;44.6666666666667;44;15.9335742342636;51;16;44;51;46.6078431372549;0
222;E03.8;Калининград;elderly;2970;E;75;93;55.9166666666667;57;22.9127131575993;60;21;93;51;103.352941176471;0
93;E03.8;Калининград;middleage;2971;E;36;32;26.75;26.5;6.10700045402443;32;6;39;51;43.1960784313726;0
67;E03.8;Калининград;old;2972;E;24;20;11.1666666666667;11.5;4.82103974702805;13;4;20;51;27.4705882352941;0
67;E03.8;Калининград;young;2973;E;25;33;28;28;9.23432332511307;38;8;36;51;36.156862745098;0
72;E03.9;Калининград;elderly;3006;E;21;20;16.9166666666667;16.5;7.42793661956282;23;5;30;51;30.9411764705882;0
122;E04.1;Калининград;elderly;3052;E;62;81;43.6666666666667;40.5;19.620644662439;40;20;62;51;64.3529411764706;0
51;E04.1;Калининград;young;3055;E;30;37;30.3333333333333;29;12.078029138845;46;11;33;51;32.7058823529412;0
306;E04.2;Калининград;elderly;3094;E;142;165;101.25;96;47.2365902087085;153;30;165;51;162.352941176471;0
105;E04.2;Калининград;middleage;3095;E;56;77;52.75;52.5;18.4101009823906;61;21;70;51;66.4117647058823;0
83;E04.2;Калининград;old;3096;E;44;45;19.4166666666667;18;10.1485183274419;39;7;39;51;39.6862745098039;0
55;E04.2;Калининград;young;3097;E;35;55;26.5;25.5;8.29567247534411;42;9;32;51;31.1372549019608;0
194;E06.3;Калининград;elderly;3243;E;98;124;70.8333333333333;66.5;32.9264561584073;88;27;113;51;110.176470588235;0
103;E06.3;Калининград;middleage;3244;E;55;72;41.8333333333333;41;14.8497525742065;54;14;55;51;59.8823529411765;0
78;E06.3;Калининград;young;3246;E;59;68;41.3333333333333;44;11.0233911077831;47;12;54;51;53.3529411764706;0
65;E07.8;Калининград;children;3292;E;39;40;29.5833333333333;33.5;15.5239306956204;32;2;22;51;23.6470588235294;0
52;E28.1;Калининград;children;3408;E;11;38;24.6666666666667;27.5;15.1317446769927;36;1;11;51;17.5686274509804;0
68;E34.9;Калининград;young;3451;E;38;42;28.3333333333333;25.5;14.9077974309562;54;9;29;51;33.156862745098;0
114;E66.0;Калининград;elderly;3489;E;47;43;26.4166666666667;23;11.3574831825728;46;10;47;51;48.9607843137255;0
79;E66.0;Калининград;middleage;3490;E;43;59;29.8333333333333;29.5;10.1697710113966;51;13;40;51;41.078431372549;0
64;E66.0;Калининград;young;3492;E;48;63;36.6666666666667;36;12.0252260106021;56;14;39;51;39.2352941176471;0
62;E78.0;Калининград;elderly;3583;E;12;58;29.1666666666667;29.5;17.8622676628867;47;2;27;50;27.8;0
51;E88.9;Калининград;elderly;3651;E;51;29;10;8;5.44392906239268;25;1;11;50;12.66;0
99;E88.9;Калининград;young;3654;E;76;99;50.9166666666667;46;22.399100360722;90;9;51;51;49.4901960784314;0
57;E89.0;Калининград;elderly;3660;E;49;39;27.0833333333333;29;9.39495351319801;27;12;36;51;35.6274509803922;0
123;F10.2;Калининград;elderly;3867;F;36;47;63.9166666666667;55;41.3443594775159;43;6;26;51;33.8823529411765;0
182;F10.2;Калининград;elderly;25502;F;61;122;107.083333333333;106;53.1215729732424;105;18;54;51;68.6470588235294;1
228;F10.2;Калининград;middleage;3868;F;59;127;135.833333333333;140;68.9609024056825;117;20;66;51;86.2549019607843;0
382;F10.2;Калининград;middleage;25503;F;124;249;237.083333333333;243.5;112.270337969914;240;40;138;51;166.392156862745;1
164;F10.2;Калининград;young;3870;F;38;88;93.9166666666667;93;48.365010518186;80;16;56;51;62.9411764705882;0
471;F10.2;Калининград;young;25505;F;123;243;276.333333333333;260;147.340874618462;217;57;157;51;186.921568627451;1
88;F11.2;Калининград;middleage;25523;F;49;73;68.0833333333333;71.5;11.797213332997;75;8;42;51;45.7647058823529;1
72;F11.2;Калининград;young;3880;F;27;62;58.5833333333333;60;9.25849323430637;54;9;49;51;42.8235294117647;0
121;F11.2;Калининград;young;25524;F;42;94;98.1666666666667;102.5;17.7908727024604;90;17;75;51;70.1176470588235;1
60;F11.3;Калининград;middleage;25525;F;60;3;2.36363636363636;2;1.36181696807811;4;1;18;49;15.6938775510204;1
67;F11.3;Калининград;young;25526;F;42;8;3.66666666666667;4;1.66969421987344;6;1;36;51;33.1960784313726;1
109;F20.0;Калининград;elderly;3908;F;29;15;11.5833333333333;12.5;4.73782330790941;14;4;40;51;53.1764705882353;0
135;F20.0;Калининград;middleage;3909;F;33;16;13.6666666666667;13;5.69422887002643;18;3;39;51;63.1960784313725;0
86;F20.0;Калининград;middleage;25561;F;24;14;11.0833333333333;11;7.02538686522391;10;3;27;51;43.7058823529412;1
95;F20.0;Калининград;young;3911;F;31;20;17.6666666666667;16.5;10.8655697531517;20;2;38;51;49.6862745098039;0
184;F20.0;Калининград;young;25562;F;43;23;24.3333333333333;24;13.4795018341543;20;6;50;51;83.3529411764706;1
67;G20;Калининград;elderly;4333;G;67;38;35.6666666666667;36.5;12.7160123347286;38;20;40;51;41.2941176470588;0
62;G20;Калининград;elderly;25935;G;38;23;21.5;21;9.1998023694188;20;8;35;51;34.2156862745098;1
94;G24.9;Калининград;young;4388;G;23;46;22.25;22.5;7.5211822088141;34;11;46;51;44.8235294117647;0
175;G25.9;Калининград;children;4410;G;107;95;89;101.5;35.252337124328;95;22;119;51;115.490196078431;0
217;G25.9;Калининград;children;25982;G;131;133;112.75;121.5;42.2183178683893;108;25;147;51;140.392156862745;1
60;G35;Калининград;middleage;4439;G;41;34;33.5833333333333;32.5;12.5224041645606;37;16;40;51;38.7254901960784;0
94;G35;Калининград;young;4441;G;70;81;54.3333333333333;52.5;20.4020201020003;66;26;52;51;53.6274509803922;0
61;G44.2;Калининград;children;4641;G;61;27;20.3333333333333;22.5;11.4283008625981;37;3;28;51;27.8823529411765;0
51;G44.2;Калининград;children;26170;G;40;24;13.9166666666667;11;7.64506178503285;29;3;18;51;20.2156862745098;1
62;G44.2;Калининград;young;4645;G;29;35;31.25;30;12.0764609505811;34;8;26;51;27.1176470588235;0
84;G44.8;Калининград;elderly;4668;G;25;55;39;41.5;24.1698534993868;64;1;9.5;44;25.2272727272727;0
58;G44.8;Калининград;old;4670;G;17;30;29;29.5;18.3005216021044;37;1;17;37;19.5405405405405;0
59;G44.8;Калининград;young;4671;G;12;37;13.5833333333333;8;16.3788018949846;59;1;4;48;10.4375;0
110;G90.8;Калининград;children;26447;G;85;67;53.1666666666667;55.5;22.5704284944757;83;17;60;51;62.1764705882353;1
72;G90.8;Калининград;elderly;5040;G;72;38;21;17.5;9.21461290066441;40;7;28;51;28.5882352941176;0
151;G90.8;Калининград;middleage;5041;G;151;72;58.1666666666667;54;10.8194549798318;78;35;87;51;85.8823529411765;0
346;G90.8;Калининград;young;5043;G;280;221;177;172;35.941872263673;208;105;225;51;225.843137254902;0
152;G90.8;Калининград;young;26451;G;136;90;72.8333333333333;69;19.7522534195852;99;40;99;51;95.1176470588235;1
74;G90.9;Калининград;children;5101;G;60;47;28.75;26.5;17.9601832345381;59;7;38;51;39.2549019607843;0
108;G90.9;Калининград;elderly;5102;G;108;75;51.5833333333333;44;21.4495532199003;84;13;37;51;44.6470588235294;0
56;G90.9;Калининград;elderly;26488;G;25;27;17.9166666666667;17.5;8.60716755578357;26;1;12;51;14.7254901960784;1
100;G90.9;Калининград;middleage;5103;G;88;64;61.75;62;22.52322034136;67;29;68;51;68.5882352941177;0
247;G90.9;Калининград;young;5105;G;185;145;142.25;134;40.1681126358617;136;57;196;51;177.627450980392;0
123;G90.9;Калининград;young;26491;G;96;83;73.5833333333333;68.5;30.8263710403147;69;23;82;51;81.0196078431373;1
51;G93.4;Гурьевск;elderly;5181;G;39;51;28.5;24.5;10.7153246249557;45;3;17;51;19.7450980392157;0
64;G93.4;Калининград;centenarians;5188;G;64;20;20.5;18;8.41535393303109;29;9;20;51;22.2352941176471;0
83;G93.4;Калининград;children;26559;G;50;40;30.6666666666667;29.5;14.5060071151314;28;5;41;51;42.8039215686274;1
337;G93.4;Калининград;elderly;5190;G;337;214;168.833333333333;162.5;57.9307318870536;240;86;214;51;212.666666666667;0
115;G93.4;Калининград;elderly;26560;G;95;57;50.5;50;16.5447052777398;60;19;65;51;65.7647058823529;1
121;G93.4;Калининград;middleage;5191;G;121;46;54.75;51;21.0416254125008;59;19;56;51;58.4509803921569;0
62;G93.4;Калининград;middleage;26561;G;51;29;25.3333333333333;25.5;6.74649179315825;30;14;30;51;31.5882352941177;1
248;G93.4;Калининград;old;5192;G;234;125;104.416666666667;92.5;40.9466578352713;156;50;146;51;146.705882352941;0
66;G93.4;Калининград;old;26562;G;66;45;27.0833333333333;26.5;8.42570022267731;39;16;36;51;37.156862745098;1
68;G93.8;Калининград;elderly;5239;G;47;14;10.6666666666667;10.5;4.24977717775957;13;1;9;49;13.1632653061224;0
94;G96.8;Калининград;children;5298;G;78;81;49.4166666666667;49.5;26.3316551057099;89;1;19;51;35.5882352941176;0
149;G96.8;Калининград;children;26660;G;119;127;78.5;75.5;41.8579850099226;117;1;41.5;50;55.18;1
87;G96.9;Калининград;children;5312;G;31;23;26.75;27.5;13.0113586740761;19;7;37;51;36.4117647058824;0
156;G96.9;Калининград;children;26674;G;59;35;53.75;55;26.5813502632613;53;8;70;51;68.7843137254902;1
54;G98;Калининград;children;26680;G;35;27;12.9090909090909;12;9.36434242704255;39;4;19.5;50;22.74;1
59;H04.5;Калининград;children;26764;H;31;14;10.8333333333333;11;4.40729422937049;13;3;19;51;22.2745098039216;1
102;H10.0;Калининград;children;5497;H;41;38;25.6666666666667;27.5;9.97572811954854;39;10;45;51;48.4705882352941;0
130;H10.0;Калининград;children;26792;H;55;58;30.5;30.5;10.7068372377824;47;12;55;51;57.3921568627451;1
92;H10.0;Калининград;young;26795;H;4;4;6.25;5.5;4.22385003177304;4;1;25;49;28.5510204081633;1
56;H10.1;Калининград;children;26805;H;14;14;8.75;4.5;8.83304745106281;13;1;11;50;13.66;1
387;H25.0;Калининград;elderly;5773;H;143;177;112.083333333333;112;32.4946382523566;158;49;208;51;207.823529411765;0
132;H25.0;Калининград;elderly;27003;H;57;61;40.4166666666667;37.5;12.7026005450089;62;15;63;51;66.5098039215686;1
60;H25.0;Калининград;middleage;5774;H;21;19;18.9166666666667;17;7.98246183640717;23;5;25;51;28.7058823529412;0
240;H25.0;Калининград;old;5775;H;83;41;38.25;37.5;15.1964409708924;55;18;98;51;106.823529411765;0
59;H25.0;Калининград;old;27005;H;19;22;14.5;13.5;5.7603661499785;20;5;26;51;30.5490196078431;1
89;H25.1;Калининград;elderly;5803;H;64;89;28.0833333333333;27.5;16.367697307548;66;6;29;51;30.7450980392157;0
64;H25.1;Калининград;old;5805;H;55;64;29.5833333333333;24.5;15.6522338419289;58;9;36;51;36.9607843137255;0
238;H25.8;Калининград;elderly;5831;H;156;193;107.333333333333;103;52.9619646252827;152;36;116;51;122.666666666667;0
85;H25.8;Калининград;elderly;27040;H;46;54;45.25;41;19.5686437491671;60;17;41;51;44.5294117647059;1
142;H25.8;Калининград;old;5833;H;103;123;68.3333333333333;70.5;35.6557615727576;101;24;92;51;89.6470588235294;0
71;H26.2;Калининград;elderly;5880;H;52;48;34.1666666666667;31.5;18.5953725100596;40;5;34;51;36.6078431372549;0
61;H26.2;Калининград;old;5882;H;29;20;16.1666666666667;15;8.25539309491166;18;6;26;51;26.6078431372549;0
87;H35.0;Калининград;middleage;6046;H;57;17;18.5;16.5;8.80598969710132;8;7;34;51;36.3333333333333;0
225;H35.3;Калининград;elderly;6094;H;99;152;107.916666666667;120;44.8785397861086;128;26;120;51;122.843137254902;0
69;H35.3;Калининград;elderly;27196;H;38;48;33.75;30;15.8350876221131;52;10;33;51;35.7058823529412;1
158;H35.3;Калининград;old;6096;H;98;89;73.8333333333333;73;30.6944867223988;84;29;102;51;98.2745098039216;0
270;H40.1;Калининград;elderly;6192;H;113;92;92.1666666666667;92.5;32.8988348324577;83;47;127;51;144.686274509804;0
165;H40.1;Калининград;elderly;27261;H;79;60;63.75;64;18.226479239133;60;26;84;51;89.2156862745098;1
377;H40.1;Калининград;old;6194;H;149;98;88.75;93;31.9889895830652;72;43;149;51;187.176470588235;0
129;H40.1;Калининград;old;27263;H;52;36;35.8333333333333;34;12.164279549965;29;20;52;51;69.1372549019608;1
133;H52.0;Калининград;children;6372;H;101;72;58.4166666666667;61.5;24.8722493530197;80;13;83;51;82.7647058823529;0
129;H52.0;Калининград;children;27400;H;103;72;50.75;56.5;25.6377739779696;67;9;83;51;82.7843137254902;1
101;H52.0;Калининград;elderly;6373;H;55;45;22.5833333333333;22;8.98947195671727;42;8;31;51;36.9019607843137;0
60;H52.1;Гурьевск;children;6415;H;30;38;28;32;17.7097815807074;51;2;17;51;20.9019607843137;0
62;H52.1;Гурьевск;children;27425;H;22;28;23.5;22;16.7087347869855;36;2;16;51;18.2549019607843;1
418;H52.1;Калининград;children;6427;H;277;254;181.666666666667;220.5;85.1579637372735;257;39;245;51;241.098039215686;0
366;H52.1;Калининград;children;27432;H;226;205;136.416666666667;152;59.524568393431;208;26;188;51;197.647058823529;1
59;H52.1;Калининград;elderly;6428;H;38;36;17;16.5;6.12001188352976;29;9;32;51;31.1372549019608;0
66;H52.1;Калининград;middleage;6429;H;59;47;24.8333333333333;24.5;7.88362322485767;39;15;39;51;39.4117647058824;0
248;H52.1;Калининград;young;6431;H;181;149;138.583333333333;132.5;50.0190115371297;151;61;161;51;154.843137254902;0
67;H52.1;Калининград;young;27436;H;53;54;35.0833333333333;37;12.9646956513963;44;12;44;51;43.6862745098039;1
142;H52.2;Калининград;children;6479;H;93;81;72.6666666666667;75.5;31.09028884726;78;17;88;51;87.4313725490196;0
148;H52.2;Калининград;children;27472;H;97;106;76;82;34.6226410420591;92;19;100;51;97.2352941176471;1
56;H52.4;Калининград;elderly;6520;H;56;31;13.1666666666667;10;9.32087913658298;40;4;26;51;26.3921568627451;0
92;H52.4;Калининград;middleage;6521;H;92;63;38.5;33.5;14.6069721832978;71;23;52;51;52.156862745098;0
138;H52.5;Калининград;children;6546;H;117;83;60.0833333333333;70;31.9415896835951;100;8;75;51;78.9019607843137;0
153;H52.5;Калининград;children;27523;H;65;81;48;48;22.5549833235867;84;11;63;51;70.4313725490196;1
81;H61.2;Калининград;children;6659;H;58;73;46.75;46.5;17.8484784174501;65;24;50;51;48.9607843137255;0
65;H61.2;Калининград;children;27607;H;48;60;40.1666666666667;41.5;13.7433179355929;62;22;45;51;43.3333333333333;1
117;H61.2;Калининград;elderly;6660;H;98;101;53.4166666666667;51;21.7400273201022;84;25;72;51;73.6862745098039;0
89;H61.2;Калининград;elderly;27608;H;60;51;35.0833333333333;40.5;17.8093863573185;58;9;48;51;47.2549019607843;1
59;H61.2;Калининград;middleage;6661;H;48;37;25.75;22.5;11.5532364611512;51;11;32;51;32.4313725490196;0
66;H61.2;Калининград;middleage;27609;H;36;29;22.75;21.5;7.55735644016056;27;11;28;51;31.6666666666667;1
95;H61.2;Калининград;old;6662;H;89;85;35.25;36;16.1139408869802;60;13;56;51;56.0980392156863;0
115;H61.2;Калининград;young;6663;H;21;50;54.8333333333333;46;30.0085846303212;44;10;59;51;56.5490196078431;0
99;H61.2;Калининград;young;27611;H;31;49;29.75;25;14.9369888653516;36;9;38;51;41.1764705882353;1
191;H65.0;Калининград;children;6700;H;48;65;29.3333333333333;31;12.1156047636046;34;13;67;51;78.5686274509804;0
201;H65.0;Калининград;children;27648;H;60;78;30.25;29.5;15.0461411543413;45;11;78;51;91.6274509803922;1
206;H65.1;Калининград;children;6722;H;91;90;44.3333333333333;37;30.0403768688784;95;8;62;51;68.0392156862745;0
225;H65.1;Калининград;children;27658;H;75;99;45.5833333333333;43;26.7359422138178;75;10;65;51;71.9411764705882;1
54;H65.9;Калининград;children;6741;H;7;6;3;2;2.40831891575846;6;1;12;50;17.34;0
58;H65.9;Калининград;children;27670;H;6;4;2.54545454545455;2;1.6348477827392;4;1;13;50;18.94;1
80;H68.0;Калининград;children;6796;H;47;53;23.6666666666667;18.5;11.5706001520573;46;11;47;51;44.3137254901961;0
102;H68.0;Калининград;children;27725;H;54;50;24.25;24;11.418684847055;28;6;50;51;48.2549019607843;1
52;H68.0;Калининград;young;6800;H;20;12;11.9166666666667;12.5;4.35802985790876;17;3;17;51;19.1960784313725;0
135;H90.3;Калининград;elderly;6897;H;124;121;75;71;31.5767463347779;109;30;85;51;86.5490196078431;0
80;H90.3;Калининград;elderly;27787;H;79;61;45.3333333333333;49;15.9449811615575;60;19;51;51;51.0588235294118;1
137;H90.3;Калининград;old;6899;H;113;97;67.6666666666667;72.5;29.3825344947187;80;24;89;51;88.9411764705882;0
55;H90.3;Калининград;old;27789;H;46;37;28.1666666666667;27;11.7923961119276;32;7;34;51;33.7254901960784;1
124;I10;Калининград;elderly;7052;I;22;43;34.9166666666667;32;17.4379853576419;66;5;62;51;62.078431372549;0
111;I10;Калининград;middleage;7053;I;15;39;26;27.5;7.17318237984686;34;7;39;51;47.3137254901961;0
53;I10;Калининград;middleage;27897;I;13;8;15.8333333333333;16.5;4.62863288933594;23;4;22;51;24.8039215686275;1
66;I10;Калининград;old;7054;I;2;14;7.5;7.5;5.64881323014763;16;1;14;51;18.921568627451;0
60;I10;Калининград;young;27899;I;37;38;23.8333333333333;24;5.3058001424399;30;14;31;51;31.6862745098039;1
180;I11.0;Калининград;elderly;7089;I;21;36;26.6666666666667;25.5;11.9569936426217;51;10;43;51;73.2941176470588;0
63;I11.0;Калининград;elderly;27923;I;13;25;12.75;11;5.56163808439727;22;3;25;51;28.6666666666667;1
51;I11.0;Калининград;middleage;7090;I;10;10;9.41666666666667;9.5;5.61585957693734;10;1;12;51;17.156862745098;0
182;I11.0;Калининград;old;7091;I;19;23;18.5833333333333;17.5;9.0398947432864;15;4;36;51;66.156862745098;0
115;I11.9;Балтийск;elderly;7117;I;28;34;24;21;11.5365033303384;49;9;36;51;50.3921568627451;0
57;I11.9;Балтийск;old;7119;I;14;19;16.4166666666667;14;7.4034185387972;27;2;19;51;24.7058823529412;0
82;I11.9;Гвардейск;elderly;7122;I;48;48;46.0833333333333;47;14.3745882681483;56;13;43;51;45.2352941176471;0
168;I11.9;Гурьевск;elderly;7127;I;129;161;82.9166666666667;89.5;27.8582722603777;115;22;69;51;77.9803921568627;0
87;I11.9;Гурьевск;elderly;27954;I;52;80;31.75;31;11.8638105177047;49;10;26;51;30.9607843137255;1
74;I11.9;Гурьевск;middleage;7128;I;46;60;37.4166666666667;39.5;10.9913878132202;39;9;30;51;30.7843137254902;0
57;I11.9;Гурьевск;old;7129;I;50;57;26.1666666666667;27.5;11.830878960149;49;7;24;51;26.2352941176471;0
157;I11.9;Гусев;elderly;7132;I;137;73;52;53.5;32.8467516036075;52;9;84;51;78.5294117647059;0
54;I11.9;Гусев;elderly;27959;I;48;40;23.9166666666667;22.5;12.1689495575145;28;5;29;51;30.3725490196078;1
73;I11.9;Гусев;old;7134;I;46;36;24.0833333333333;23.5;14.5568374021116;18;5;38;51;35.2745098039216;0
141;I11.9;Зеленоградск;elderly;7137;I;47;123;51.4166666666667;50;22.4477507815709;107;8;74;51;72.7450980392157;0
53;I11.9;Зеленоградск;elderly;27963;I;27;51;25.4166666666667;24;10.8582464123594;51;9;29;51;30.0980392156863;1
68;I11.9;Зеленоградск;old;7139;I;32;43;17.1666666666667;15;8.28836351139172;40;6;30;51;31.7058823529412;0
